Count.ID,Name,Date,State,City,Facility.Type,Staff.Confirmed,Residents.Confirmed,Staff.Deaths,Residents.Deaths,Staff.Recovered,Residents.Recovered,Staff.Tested,Residents.Tested,Staff.Negative,Residents.Negative,Staff.Pending,Residents.Pending,Staff.Quarantine,Residents.Quarantine,Residents.Population,Address,Zipcode,Zip4,County,County.FIPS,Latitude,Longitude,Notes,Website
767,HIGH DESERT STATE PRISON,2020-07-24,Nevada,INDIAN SPRINGS,Prison,24,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22010 COLD CREEK RD,89070,NA,CLARK,32003,36.51545,-115.57366,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
768,INDIAN SPRINGS SOUTHERN TRAINING CENTER,2020-07-24,Nevada,NA,Prison,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
769,LOVELOCK CORRECTIONAL CENTER,2020-07-24,Nevada,NA,Prison,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
770,NORTHERN NEVADA CORRECTIONAL CENTER,2020-07-24,Nevada,NA,Prison,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
771,SOUTHERN DESERT CORRECTIONAL CENTER,2020-07-24,Nevada,TOMS RIVER,Prison,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165 SUNSET AVE,8754,NA,OCEAN,34029,40.0054645,-74.2260861,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
1383,TONOPAH CONSERVATION CAMP,2020-07-24,Nevada,NA,Prison,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9
NA,FIELD SERVICES,2020-07-24,New Hampshire,NA,Prison,3,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
774,NHCF W,2020-07-24,New Hampshire,MOUNT VERNON,Prison,1,0,0,0,NA,0,NA,5,NA,NA,NA,NA,NA,NA,NA,605 S 3RD ST,98273,NA,SKAGIT,53057,48.4182875,-122.3362949,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
775,NHSP M,2020-07-24,New Hampshire,NA,Prison,7,1,0,0,NA,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
776,NNHCF,2020-07-24,New Hampshire,BELZONI,Prison,0,0,0,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,107 SOUTH HAYDEN STREET,39038,NA,HUMPHREYS,28053,33.1755361,-90.4885975,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
777,SPU RTU,2020-07-24,New Hampshire,NA,Prison,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
NA,TWC THU,2020-07-24,New Hampshire,NA,Prison,0,0,0,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4/15/20) NH posts a tracker, I did not inclue TCM/THU numbers, which are transitional housing and transitional work center numbers; also, former New Hampshire State Prison For Men is now listed as NHSP-M    (4/6/20) 1 staff member at NH State Prison for Men tests positive ( https://www.nh.gov/nhdoc/news/documents/covid-19-employee-positive--4-6-2020-Final.pdf ) as of 3/27/2020, no staff members or residents have tested positive",https://www.nh.gov/nhdoc/covid/index.html
779,ADULT DIAGNOSTIC AND TREATMENT CENTER,2020-07-24,New Jersey,NA,Prison,76,384,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
780,BAYSIDE STATE PRISON,2020-07-24,New Jersey,LEESBURG,Prison,5,80,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4293 RTE 47,8327,NA,CUMBERLAND,34011,39.2435384,-74.9714249,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,BO ROBINSON ASSESSMENT AND TREATMENT,2020-07-24,New Jersey,NA,RRC,0,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
781,CENTRAL OFFICE HEADQUARTERS,2020-07-24,New Jersey,NA,Prison,23,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
782,CENTRAL RECEPTION AND ASSIGNMENT FACILITY,2020-07-24,New Jersey,BRONX,Prison,55,162,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 HALLECK ST,10474,NA,BRONX,36005,40.80565,-73.87961,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,CLINTON HOUSE,2020-07-24,New Jersey,NA,RRC,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,COLUMBUS HOUSE,2020-07-24,New Jersey,NA,RRC,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,CORRECTIONAL STAFF TRAINING ACADEMY,2020-07-24,New Jersey,NA,Prison,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,CURA INC,2020-07-24,New Jersey,NA,RRC,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
784,CUSTODY RECRUITMENT UNIT,2020-07-24,New Jersey,NA,Prison,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
785,EAST JERSEY STATE PRISON,2020-07-24,New Jersey,NA,Prison,94,168,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
786,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,2020-07-24,New Jersey,SOUTH PORTLAND,Prison,77,115,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675 WESTBROOK ST,4106,NA,CUMBERLAND,23005,43.63996,-70.31071,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,FENWICK HOUSE,2020-07-24,New Jersey,NA,RRC,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,FLETCHER HOUSE,2020-07-24,New Jersey,NA,RRC,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
787,GARDEN STATE YOUTH CORRECTIONAL FACILITY,2020-07-24,New Jersey,NA,Prison,37,389,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,GARRETT HOUSE,2020-07-24,New Jersey,NA,RRC,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,HOPE HALL,2020-07-24,New Jersey,NA,RRC,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,JAMES A HEMM HOUSE,2020-07-24,New Jersey,NA,RRC,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,KINTOCK BRIDGETON 1,2020-07-24,New Jersey,NA,RRC,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,KINTOCK BRIDGETON 2,2020-07-24,New Jersey,NA,RRC,0,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,KINTOCK NEWARK,2020-07-24,New Jersey,NA,RRC,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
788,MID STATE CORRECTIONAL FACILITY,2020-07-24,New Jersey,HOLLY SPRINGS,Prison,60,76,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819 WEST STREET,38635,NA,MARSHALL,28093,34.7956418,-89.4400288,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
789,MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY,2020-07-24,New Jersey,ANNANDALE,Prison,35,196,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31 PETTICOAT LN,8801,NA,HUNTERDON,34019,40.65031,-74.86869,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
790,NEW JERSEY STATE PRISON,2020-07-24,New Jersey,TRENTON,Prison,58,151,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600 CASS ST,8608,NA,MERCER,34021,40.20671,-74.75672,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
791,NORTHERN STATE PRISON,2020-07-24,New Jersey,NEWARK,Prison,142,210,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168 FRONTAGE RD,7114,NA,ESSEX,34013,40.71246,-74.17021,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
792,SOUTH WOODS STATE PRISON,2020-07-24,New Jersey,BRIDGETON,Prison,35,692,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215 S BURLINGTON RD,8302,NA,CUMBERLAND,34011,39.41324,-75.20759,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
793,SOUTHERN STATE CORRECTIONAL FACILITY,2020-07-24,New Jersey,WALSENBURG,Prison,80,154,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500 SOUTH ALBERT STREET,81089,NA,HUERFANO,8055,37.62414,-104.7828,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,THE HARBOR HOUSE,2020-07-24,New Jersey,NA,RRC,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,TULLY HOUSE,2020-07-24,New Jersey,NA,RRC,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml
NA,CENTRAL NEW MEXICO CF CNMCF,2020-07-24,New Mexico,NA,Prison,0,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(6/8/20) tracker seems to have been dropped from the website. (5/4/20) article reports total of four staff infections (https://www.santafenewmexican.com/news/coronavirus/three-more-prison-staffers-test-positive-for-covid-19/article_87839d28-8e37-11ea-a4f0-775741691c57.html)     (4/30/20) article reports 1 positive staff test. 8 residents tested (all negative) and 32 staff tested. ( https://www.kunm.org/post/nm-released-29-state-prisons-and-tested-just-8-prison-inmates ) -----  (4/24/20) article seems to report a nurse in a NM prison facility has tested positive, but could not access to confirm     (4/16/20) article says that 1 positive test earlier at Santa Fe County Detention Center was a false positive. Given the general lack of reporting, I am going to say that this is the one ""positive"" we have been seeing (since everyone seems to report no cases). I have reduced the number to 0 and we should perhaps consider doing so for previous observations? ( https://www.latinpost.com/articles/144847/20200416/prison-become-mass-gravesite-‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨√Ü-new-mexico-prisoners-earn-petition.htm ) -----(4/15/20) article reports no cases inside, no mention of March case -perhaps recovered or no longer in custody? (https://www.kob.com/new-mexico-news/nm-public-defenders-office-calls-for-more-inmates-to-be-released-amid-covid-19-crisis/5701571/)     (4/6/20) article says that in early march 1 resident tested positive ( https://www.kunm.org/post/protesters-demand-prisoners-release-calling-incarceration-death-sentence-during-pandemic ) (4/2/20) gov plans to release some prisoners ( https://www.santafenewmexican.com/news/coronavirus/governor-plans-to-release-some-nonviolent-inmates-amid-virus/article_861d2d40-751f-11ea-9c49-8b9459e51409.html ).",https://cvprovider.nmhealth.org/public-dashboard.html
NA,GUADALUPE COUNTY CF GCCF,2020-07-24,New Mexico,NA,Prison,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(6/8/20) tracker seems to have been dropped from the website. (5/4/20) article reports total of four staff infections (https://www.santafenewmexican.com/news/coronavirus/three-more-prison-staffers-test-positive-for-covid-19/article_87839d28-8e37-11ea-a4f0-775741691c57.html)     (4/30/20) article reports 1 positive staff test. 8 residents tested (all negative) and 32 staff tested. ( https://www.kunm.org/post/nm-released-29-state-prisons-and-tested-just-8-prison-inmates ) -----  (4/24/20) article seems to report a nurse in a NM prison facility has tested positive, but could not access to confirm     (4/16/20) article says that 1 positive test earlier at Santa Fe County Detention Center was a false positive. Given the general lack of reporting, I am going to say that this is the one ""positive"" we have been seeing (since everyone seems to report no cases). I have reduced the number to 0 and we should perhaps consider doing so for previous observations? ( https://www.latinpost.com/articles/144847/20200416/prison-become-mass-gravesite-‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨√Ü-new-mexico-prisoners-earn-petition.htm ) -----(4/15/20) article reports no cases inside, no mention of March case -perhaps recovered or no longer in custody? (https://www.kob.com/new-mexico-news/nm-public-defenders-office-calls-for-more-inmates-to-be-released-amid-covid-19-crisis/5701571/)     (4/6/20) article says that in early march 1 resident tested positive ( https://www.kunm.org/post/protesters-demand-prisoners-release-calling-incarceration-death-sentence-during-pandemic ) (4/2/20) gov plans to release some prisoners ( https://www.santafenewmexican.com/news/coronavirus/governor-plans-to-release-some-nonviolent-inmates-amid-virus/article_861d2d40-751f-11ea-9c49-8b9459e51409.html ).",https://cvprovider.nmhealth.org/public-dashboard.html
NA,LEA COUNTY CF LCCF,2020-07-24,New Mexico,NA,Prison,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(6/8/20) tracker seems to have been dropped from the website. (5/4/20) article reports total of four staff infections (https://www.santafenewmexican.com/news/coronavirus/three-more-prison-staffers-test-positive-for-covid-19/article_87839d28-8e37-11ea-a4f0-775741691c57.html)     (4/30/20) article reports 1 positive staff test. 8 residents tested (all negative) and 32 staff tested. ( https://www.kunm.org/post/nm-released-29-state-prisons-and-tested-just-8-prison-inmates ) -----  (4/24/20) article seems to report a nurse in a NM prison facility has tested positive, but could not access to confirm     (4/16/20) article says that 1 positive test earlier at Santa Fe County Detention Center was a false positive. Given the general lack of reporting, I am going to say that this is the one ""positive"" we have been seeing (since everyone seems to report no cases). I have reduced the number to 0 and we should perhaps consider doing so for previous observations? ( https://www.latinpost.com/articles/144847/20200416/prison-become-mass-gravesite-‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨√Ü-new-mexico-prisoners-earn-petition.htm ) -----(4/15/20) article reports no cases inside, no mention of March case -perhaps recovered or no longer in custody? (https://www.kob.com/new-mexico-news/nm-public-defenders-office-calls-for-more-inmates-to-be-released-amid-covid-19-crisis/5701571/)     (4/6/20) article says that in early march 1 resident tested positive ( https://www.kunm.org/post/protesters-demand-prisoners-release-calling-incarceration-death-sentence-during-pandemic ) (4/2/20) gov plans to release some prisoners ( https://www.santafenewmexican.com/news/coronavirus/governor-plans-to-release-some-nonviolent-inmates-amid-virus/article_861d2d40-751f-11ea-9c49-8b9459e51409.html ).",https://cvprovider.nmhealth.org/public-dashboard.html
NA,NORTHEAST NEW MEXICO CF NENMCF,2020-07-24,New Mexico,NA,Prison,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(6/8/20) tracker seems to have been dropped from the website. (5/4/20) article reports total of four staff infections (https://www.santafenewmexican.com/news/coronavirus/three-more-prison-staffers-test-positive-for-covid-19/article_87839d28-8e37-11ea-a4f0-775741691c57.html)     (4/30/20) article reports 1 positive staff test. 8 residents tested (all negative) and 32 staff tested. ( https://www.kunm.org/post/nm-released-29-state-prisons-and-tested-just-8-prison-inmates ) -----  (4/24/20) article seems to report a nurse in a NM prison facility has tested positive, but could not access to confirm     (4/16/20) article says that 1 positive test earlier at Santa Fe County Detention Center was a false positive. Given the general lack of reporting, I am going to say that this is the one ""positive"" we have been seeing (since everyone seems to report no cases). I have reduced the number to 0 and we should perhaps consider doing so for previous observations? ( https://www.latinpost.com/articles/144847/20200416/prison-become-mass-gravesite-‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨√Ü-new-mexico-prisoners-earn-petition.htm ) -----(4/15/20) article reports no cases inside, no mention of March case -perhaps recovered or no longer in custody? (https://www.kob.com/new-mexico-news/nm-public-defenders-office-calls-for-more-inmates-to-be-released-amid-covid-19-crisis/5701571/)     (4/6/20) article says that in early march 1 resident tested positive ( https://www.kunm.org/post/protesters-demand-prisoners-release-calling-incarceration-death-sentence-during-pandemic ) (4/2/20) gov plans to release some prisoners ( https://www.santafenewmexican.com/news/coronavirus/governor-plans-to-release-some-nonviolent-inmates-amid-virus/article_861d2d40-751f-11ea-9c49-8b9459e51409.html ).",https://cvprovider.nmhealth.org/public-dashboard.html
NA,NORTHWEST NEW MEXICO CC NWNMCC,2020-07-24,New Mexico,NA,Prison,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(6/8/20) tracker seems to have been dropped from the website. (5/4/20) article reports total of four staff infections (https://www.santafenewmexican.com/news/coronavirus/three-more-prison-staffers-test-positive-for-covid-19/article_87839d28-8e37-11ea-a4f0-775741691c57.html)     (4/30/20) article reports 1 positive staff test. 8 residents tested (all negative) and 32 staff tested. ( https://www.kunm.org/post/nm-released-29-state-prisons-and-tested-just-8-prison-inmates ) -----  (4/24/20) article seems to report a nurse in a NM prison facility has tested positive, but could not access to confirm     (4/16/20) article says that 1 positive test earlier at Santa Fe County Detention Center was a false positive. Given the general lack of reporting, I am going to say that this is the one ""positive"" we have been seeing (since everyone seems to report no cases). I have reduced the number to 0 and we should perhaps consider doing so for previous observations? ( https://www.latinpost.com/articles/144847/20200416/prison-become-mass-gravesite-‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂‚Äö√†√á‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ‚Äö√†√∂‚àö¬¥‚Äö√Ñ√∂‚àö‚Ä†‚àö‚àÇ¬¨¬®¬¨√Ü-new-mexico-prisoners-earn-petition.htm ) -----(4/15/20) article reports no cases inside, no mention of March case -perhaps recovered or no longer in custody? (https://www.kob.com/new-mexico-news/nm-public-defenders-office-calls-for-more-inmates-to-be-released-amid-covid-19-crisis/5701571/)     (4/6/20) article says that in early march 1 resident tested positive ( https://www.kunm.org/post/protesters-demand-prisoners-release-calling-incarceration-death-sentence-during-pandemic ) (4/2/20) gov plans to release some prisoners ( https://www.santafenewmexican.com/news/coronavirus/governor-plans-to-release-some-nonviolent-inmates-amid-virus/article_861d2d40-751f-11ea-9c49-8b9459e51409.html ).",https://cvprovider.nmhealth.org/public-dashboard.html
